change_identifier,change_description,valid_from,old_schema_version,new_schema_version,change_type,old_class,new_class,old_parent_class,new_parent_class,old_class_meaning_binding,new_class_meaning_binding,old_property,new_property,old_domain,new_domain,old_range,new_range,old_individual,new_individual,old_individual_associated_class,new_individual_associated_class
1205,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#ChildAndAdolescentPsychology,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1206,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#ChildAndAdolescentPsychiatryAndPsychotherapy,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1207,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#HospitalPharmacy,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1208,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Company,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#DataProvider_category']"
1209,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Periodontics,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1210,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#DermatologyAndVenereology,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1211,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#NotRecovered,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#AdverseEvent_outcome']",[]
1212,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#VacuumTechnologyStabilization,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#Sample_fixationType']"
1213,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#Rheumatology,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1214,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#SerumTubeWithoutClotActivator,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#Sample_primaryContainer']"
1215,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#OrageneCollectionContainerOrEquivalent,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#Sample_primaryContainer']"
1216,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#PsychiatryAndPsychotherapy,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1217,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Elongated,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#MicrobiologyMicroscopyResult_cellMorphology']"
1218,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Recovering,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#AdverseEvent_outcome']"
1219,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#MedicalGenetics,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1220,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Unicellular,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#MicrobiologyMicroscopyResult_cellOrganization']"
1221,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#GeneralMedicine,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1222,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#FederalOffice,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#DataProvider_category']"
1223,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Principal,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#BilledDiagnosis_rank', 'https://biomedit.ch/rdf/sphn-schema/sphn#BilledProcedure_rank']"
1224,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#LessThanOrEqual,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#Comparator']"
1225,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#DataRepository,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#SourceSystem_category']"
1226,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#HeatStabilization,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Sample_fixationType', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorSpecimen_fixationType']",[]
1227,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#None,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#InsuranceStatus_coverageType']"
1228,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#DuBois,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodySurfaceArea_calculationMethod']",[]
1229,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#NonAldehydeBasedStabilizerForCellFreeNucleicAcids,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#Sample_primaryContainer']"
1230,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#SHA512,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#Hash_algorithm']"
1231,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#HandSurgery,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1232,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#RNALater,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Sample_fixationType', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Sample_primaryContainer', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorSpecimen_fixationType', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorSpecimen_primaryContainer']",[]
1233,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#PAXgeneBloodRNAplus,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#Sample_primaryContainer']"
1234,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#TraceableAuthorStatement,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#OncologyTreatmentAssessment_criteria']",[]
1235,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#Mosteller,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#BodySurfaceArea_calculationMethod']",[]
1236,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#Psychotherapy,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1237,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#Orthodontics,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1238,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Biobank,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#SourceSystem_category']"
1239,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#EDTAAndGel,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Sample_primaryContainer', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorSpecimen_primaryContainer']",[]
1240,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#ForensicMedicine,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1241,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#ChiropracticSpecialist,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1242,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#OralSurgery,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1243,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#OralAndMaxillofacialSurgery,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1244,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#IntensiveCareMedicine,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1245,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#GeneralMedicalPractitioner,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1246,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#PatientCare,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#SemanticMapping_purpose', 'https://biomedit.ch/rdf/sphn-schema/sphn#SourceSystem_purpose']"
1247,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#PhysicalMedicineAndRehabilitation,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1248,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#PET,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#DiagnosticRadiologicExamination_method']",[]
1249,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Surgery,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1250,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#InterResidueCoordinates,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#GenomicPosition_coordinateConvention']",[]
1251,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Paediatrics,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1252,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#RecoveringWithSequelae,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#AdverseEvent_outcome']",[]
1253,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#HospitalPharmacy,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1254,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#Pneumology,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1255,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#General,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#InsuranceStatus_coverageType']"
1256,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#HospitalisationOrProlongation,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#AdverseEvent_consequences']",[]
1257,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Radiology,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1258,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Private,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#InsuranceStatus_coverageType']"
1259,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#HealthPsychology,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TherapeuticArea_specialtyName']",[]
1260,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,added,,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-schema/sphn/individual#Neurology,[],"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-schema/sphn#TherapeuticArea_specialtyName']"
1261,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#Supplementary,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#FOPHProcedure_rank']",[]
1262,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#NonaldehydeWithAceticAcid,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Sample_fixationType', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorSpecimen_fixationType']",[]
1263,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#CompleteResponse,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#OncologyTreatmentAssessment_result']",[]
1264,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#PolypropyleneTubeSterile,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#Sample_primaryContainer', 'https://biomedit.ch/rdf/sphn-ontology/sphn#TumorSpecimen_primaryContainer']",[]
1265,,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,https://biomedit.ch/rdf/sphn-ontology/sphn/2023/2,https://biomedit.ch/rdf/sphn-schema/sphn/2024/2,removed,,,,,,,,,,,,,https://biomedit.ch/rdf/sphn-ontology/sphn#RECIST1dot1,,"['http://www.w3.org/2002/07/owl#NamedIndividual', 'https://biomedit.ch/rdf/sphn-ontology/sphn#OncologyTreatmentAssessment_criteria']",[]
